file,type,label,sample_rate,duration,rms,zcr,average_pitch,spectral_centroid,spectral_bandwidth,spectral_rolloff
speech_022.wav,REAL,0,16000,5.0,0.016230355948209763,0.0929382712977707,178.6328283326193,1529.5041987933014,1584.2595133367943,3185.7583598726114
ai_001.wav,AI,1,16000,3.72,0.09383497387170792,0.10661641960470085,208.08302959396036,1598.1364881441966,1636.591057721517,3050.6143162393164
ai_002.wav,AI,1,16000,2.88,0.08958861231803894,0.08447265625,219.52832696343486,1551.2294325611012,1732.4168655477656,3206.043956043956
ai_003.wav,AI,1,16000,3.408,0.07538340985774994,0.18930709696261683,214.73377796314418,2207.0281969243724,1906.0962758327353,4120.473130841122
ai_004.wav,AI,1,16000,2.28,0.10253584384918213,0.102294921875,200.82219047763024,1600.0753977294578,1709.1258506653637,3142.035590277778
ai_005.wav,AI,1,16000,3.192,0.08891953527927399,0.186875,214.4539782183397,2162.79153927772,1929.455351252268,4057.34375
ai_006.wav,AI,1,16000,2.688,0.07950017601251602,0.05894416360294118,210.1458744223221,1461.2323217933351,1666.923820362303,3118.4742647058824
ai_007.wav,AI,1,16000,3.648,0.09921102970838547,0.09025135869565218,209.8075255539827,1434.7829743261611,1600.4205582335255,2805.7065217391305
ai_008.wav,AI,1,16000,3.288,0.08610337227582932,0.135424567657767,215.52090416532965,1797.4912507844895,1794.0402333332702,3515.473300970874
ai_009.wav,AI,1,16000,3.384,0.08321486413478851,0.11651956810141509,203.04894617198823,1698.0096234552273,1703.194458028624,3180.571933962264
ai_010.wav,AI,1,16000,3.024,0.09833532571792603,0.1126953125,222.72437401550067,1588.6743696903657,1602.10545531542,2838.4868421052633
ai_011.wav,AI,1,16000,3.384,0.10666271299123764,0.07030328714622641,218.86884002458697,1394.6856322073638,1572.8917220013868,2682.7830188679245
ai_012.wav,AI,1,16000,3.432,0.08568177372217178,0.15781882957175927,207.1103567400245,2042.127619614945,1852.2152813997952,3783.637152777778
ai_013.wav,AI,1,16000,3.096,0.09446335583925247,0.10741684117268041,206.3308307717855,1570.0312022752228,1627.4061989208312,2987.6771907216494
ai_014.wav,AI,1,16000,3.264,0.10427634418010712,0.10209344660194175,219.8718350814091,1634.4420907362783,1710.5689402048315,3187.4241504854367
ai_015.wav,AI,1,16000,3.504,0.08577980846166611,0.12092507102272727,213.67504861129535,1850.0575105969226,1836.9437306428738,3603.622159090909
ai_016.wav,AI,1,16000,3.576,0.07718230038881302,0.20590645926339285,205.81408102336277,2306.9464133736737,1916.9754518437387,4169.154575892857
ai_017.wav,AI,1,16000,3.84,0.08402518928050995,0.16010782541322313,202.14812582906518,2121.5775972761903,1918.0598281003483,4022.469008264463
ai_018.wav,AI,1,16000,3.696,0.11110100895166397,0.07362102640086207,213.06594400573618,1314.5773002754624,1513.507295779242,2501.0775862068967
ai_019.wav,AI,1,16000,4.176,0.10216494649648666,0.10508483420801527,207.30847117298424,1549.6976898289774,1619.0698368619644,2969.1674618320612
ai_020.wav,AI,1,16000,3.984,0.10784298181533813,0.11698828125,220.93435388837156,1659.8070269478205,1706.0923928993761,3163.6875
ai_021.wav,AI,1,16000,3.744,0.09540430456399918,0.10198871159957627,213.91503501576247,1473.8722924502472,1610.9297109273748,2826.7346398305085
ai_022.wav,AI,1,16000,3.624,0.09455028176307678,0.08190275493421052,212.32030433148296,1386.1479241684674,1528.318342399921,2766.4473684210525
